genome,domain,phylum,class,order,family,genus,species,source,assembly,accession,sample,substrate,country,origin,assign,database
MASTER_WP4_UNINA_2__P-22__bin.7,Bacteria,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus sp.,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_001281175.1_ASM128117v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus apinorum,NCBI,RefSeq,GCF_001281175.1,Honey stomach of the honeybee Apis mellifera,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_001433825.1_ASM143382v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus kunkeei,NCBI,RefSeq,GCF_001433825.1,Commercial grape wine undergoing a sluggish/stuck alcoholic fermentation,fruit,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_006493595.1_ASM649359v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus micheneri,NCBI,RefSeq,GCF_006493595.1,Pollen provision,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_001435995.1_ASM143599v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus ozensis,NCBI,RefSeq,GCF_001435995.1,"Chrysanthemum, Oze National Park",vegetable,Japan,"Oze National Park, Japan",prokaryote,MiFoDB_gamma_v1_prok
GCF_002994005.1_ASM299400v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus quenuiae,NCBI,RefSeq,GCF_002994005.1,Wild bees and flowers,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
CrovadoreJ_2017__SRS1919172__bin.12,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus sp.,Carlino et al. 2024,MAG,NA,royal_jelly,other,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_002993965.1_ASM299396v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus timberlakei,NCBI,RefSeq,GCF_002993965.1,Wild bees and flowers,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
XieM_2019__SAMC044639__bin.20,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Aquabacterium,Aquabacterium commune,Carlino et al. 2024,MAG,NA,dajiang-meju,legumes,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_3__VB13-30__bin.31,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Arachnia,Arachnia sp. 1,Carlino et al. 2024,MAG,NA,ripened_cheese_b_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__FO007_71775__bin.38,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Arachnia,Arachnia sp. 2,Carlino et al. 2024,MAG,NA,fontina,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__J-18__bin.22,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Arcicella,Arcicella sp.,Carlino et al. 2024,MAG,NA,post_processed_vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__Q-16__bin.13,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter oxydans,Carlino et al. 2024,MAG,NA,pre_processed_vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__V-29__bin.29,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp.,Carlino et al. 2024,MAG,NA,cheese_rind_1_t30,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_TEAGASC_1__TGS15-30__bin.30,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter ulcerisalmonis,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
DeFilippisF_xxxx__DF_4__bin.3,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter_H,Arthrobacter_H rhombi,Carlino et al. 2024,MAG,NA,pecorino_toscano,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__GO102_71775__bin.18,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter_H,Arthrobacter_H sp. 1,Carlino et al. 2024,MAG,NA,gorgonzola,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_2__P2558__bin.5,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter_H,Arthrobacter_H sp. 2,Carlino et al. 2024,MAG,NA,cheese_1_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
YulandiA_2020__SRS6115053__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii,Carlino et al. 2024,MAG,NA,tempeh,legumes,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF57__bin.5,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes pullistercoris,Carlino et al. 2024,MAG,NA,citrullus_vulgaris,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.23,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes sp. 1,Carlino et al. 2024,MAG,NA,ripened_cheese_d1_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_2__P2558__bin.48,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes sp. 2,Carlino et al. 2024,MAG,NA,cheese_1_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_2__P2558__bin.17,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes sp. 3,Carlino et al. 2024,MAG,NA,cheese_1_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF10__bin.16,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes sp. 4,Carlino et al. 2024,MAG,NA,locust_bean,seed,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2239_73323__bin.20,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes sp. 5,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2239_73323__bin.32,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes sp. 6,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__J-17__bin.35,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas_A,Aureimonas_A sp.,Carlino et al. 2024,MAG,NA,pre_processed_vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
EBC_040.8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas_A,Aureimonas_A sp001425485,This paper,MAG,NA,Queens Water Kimchi,vegetable,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_2__VB16-30__bin.31,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Avipropionibacterium,Avipropionibacterium sp. 1,Carlino et al. 2024,MAG,NA,ripened_cheese_b_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.3,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Avipropionibacterium,Avipropionibacterium sp. 2,Carlino et al. 2024,MAG,NA,ripened_cheese_d1_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LandisEA_2021__SRS5653283__bin.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,Carlino et al. 2024,MAG,NA,sourdough_starter,grains,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MS_bin.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,Kothe et al. 2023b,MAG,NA,novel miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_gamma_v1_prok
EBC_088.5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus glycinifermentans,This paper,MAG,NA,Burmese natto,soy,Myanmar,Myanmar,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF09__bin.10,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,Carlino et al. 2024,MAG,NA,melon_seeds,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
EBC_097.14,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,This paper,MAG,NA,Cinsoy tamari mother,soy,United States of America,"Cincinnati, OH, United States of America",prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0009-005_Bacillus_velezensis_YJ11-1-4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,Whon et al. 2021,complete,NA,fermented seafoods,seafood,South Korea,South Korea,prokaryote,MiFoDB_gamma_v1_prok
EBC_085.6,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A cereus,This paper,MAG,NA,Brioche miso,soy,Belgium,"Antwerp, Belgium",prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967741__bin.4,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A mycoides,Carlino et al. 2024,MAG,NA,water_kefir_coconut,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF15__bin.4,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A paranthracis,Carlino et al. 2024,MAG,NA,melon_seeds,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
EBC_089.9,Bacteria,Firmicutes,Bacilli,DSM-16016,Caldibacillaceae,Bacillus_J,Bacillus_J andreraoultii,This paper,MAG,NA,Dawadawa,soy,Ghana,Ghana,prokaryote,MiFoDB_gamma_v1_prok
LiZ_2018__SRS2920550__bin.21,Bacteria,Bacillota,Bacilli,Bacillales,Caldibacillaceae,Bacillus_J,Bacillus_J sp.,Carlino et al. 2024,MAG,NA,pu-erh_tea,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
KumarJ_2019__SRS4562500__bin.15,Bacteria,Bacillota,Bacilli,Bacillales,Caldibacillaceae,Bacillus_J,Bacillus_J thermoamylovorans,Carlino et al. 2024,MAG,NA,kinema,legumes,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
EBC_088.10,Bacteria,Firmicutes,Bacilli,Bacillales_B,Domibacillaceae,Bacillus_O,Bacillus_O smithii,This paper,MAG,NA,Burmese natto,soy,Myanmar,Myanmar,prokaryote,MiFoDB_gamma_v1_prok
C-R03.bin.7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Bavariicoccus,Bavariicoccus seileri,Kothe et al. 2021,MAG,NA,raw canastra cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_gamma_v1_prok
GCF_003030905.1_ASM303090v1_genomic,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,NCBI,RefSeq,GCF_003030905.1,Infant feces,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_000224965.2_ASM22496v2_genomic,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,NCBI,RefSeq,GCF_000224965.2,N/A,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK010-2-L-48h-02A4_S64__bin.9,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium aquikefiri,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_030218415.1_ASM3021841v1_genomic,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,NCBI,RefSeq,GCF_030218415.1,Human urine,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_001281425.1_ASM128142v1_genomic,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,NCBI,RefSeq,GCF_001281425.1,Infant feces,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
EscobarZepedaA_2016__SRS974112__bin.34,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium crudilactis,Carlino et al. 2024,MAG,NA,cotija,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_000196555.1_ASM19655v1_genomic,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,NCBI,RefSeq,GCF_000196555.1,Type material of Bifidobacterium longum subsp. longum,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2172_73322__bin.10,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium mongoliense,Carlino et al. 2024,MAG,NA,whey,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK018-2-L-08h-02D8_S95__bin.5,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium psychraerophilum,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.5,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium sp. 1,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK041-2-G-48h-04B8_S117__bin.4,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium sp. 2,Carlino et al. 2024,MAG,NA,water_kefir_figs_dried_grain,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK012-2-G-48h-01D6_S12__bin.7,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium tibiigranuli,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_grain,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967716__bin.4,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,BOG-930,BOG-930 sp.,Carlino et al. 2024,MAG,NA,water_kefir_ginger,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_003522965.1_ASM352296v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bombilactobacillus,Bombilactobacillus bombi,NCBI,RefSeq,GCF_003522965.1,Digestive tract of laboratory-reared bumblebee queens,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_000970795.1_ASM97079v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bombilactobacillus,Bombilactobacillus mellifer,NCBI,RefSeq,GCF_000970795.1,Honey stomach of the honeybee Apis mellifera,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_000967245.1_ASM96724v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bombilactobacillus,Bombilactobacillus mellis,NCBI,RefSeq,GCF_000967245.1,Honey stomach of the honeybee Apis mellifera,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
C-R06.bin.12,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium alimentarium,Kothe et al. 2021,MAG,NA,raw araxa cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_2__P2588__bin.23,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium fresconis,Carlino et al. 2024,MAG,NA,cheese_1_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0208-003_Brachybacterium_kimchii_CBA3104,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium kimchii,Whon et al. 2021,complete,NA,kimchi,vegetable,South Korea,South Korea,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__M-20__bin.15,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium nesterenkovii,Carlino et al. 2024,MAG,NA,raw_milk,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.14,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 1,Carlino et al. 2024,MAG,NA,ripened_cheese_d1_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_2__VB11-29__bin.23,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 2,Carlino et al. 2024,MAG,NA,ripened_cheese_a_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__Q03-30__bin.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 3,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_TEAGASC_1__TGS13-22__bin.5,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 4,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_2__VB06-30__bin.8,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 5,Carlino et al. 2024,MAG,NA,ripened_cheese_b_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_2__P2570__bin.13,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 6,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__N-20__bin.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 7,Carlino et al. 2024,MAG,NA,raw_milk,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_3__VB15-29__bin.33,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 8,Carlino et al. 2024,MAG,NA,ripened_cheese_a_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.9,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 9,Carlino et al. 2024,MAG,NA,ripened_cheese_d3_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__MV011_71775__bin.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 10,Carlino et al. 2024,MAG,NA,monte_veronese,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_2__VB16-30__bin.11,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 11,Carlino et al. 2024,MAG,NA,ripened_cheese_b_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
DeFilippisF_xxxx__DF_4__bin.22,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 12,Carlino et al. 2024,MAG,NA,pecorino_toscano,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MacoriG_2019__CS_R44__bin.13,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 13,Pasolli et al. 2020,MAG,NA,"cheese, tomme",dairy,Italy,Italy,prokaryote,MiFoDB_gamma_v1_prok
WolfeBE_2014__mgm4524498__bin.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 14,Pasolli et al. 2020,MAG,NA,Natural pasteurized goat cheese,dairy,Spain,"Catalunya, Spain",prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_3__VB13-29__bin.20,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp014400405,Carlino et al. 2024,MAG,NA,ripened_cheese_a_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_TEAGASC_1__TGS13-29__bin.11,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp014897705,Carlino et al. 2024,MAG,NA,cheese_1_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0108-002_Brachybacterium_squillarum_M-6-3T,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium squillarum,Whon et al. 2021,draft,NA,fermented seafoods,seafood,Unknown,Unknown,prokaryote,MiFoDB_gamma_v1_prok
WolfeBE_2014__771_Tarentaise__bin.3,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium tyrofermentans,Carlino et al. 2024,MAG,NA,tarentaise,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
EBC_088.16,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus borstelensis,This paper,MAG,NA,Burmese natto,soy,Myanmar,Myanmar,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__E-22__bin.7,Bacteria,Bacillota,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus thermoruber,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_TEAGASC_1__TGS01-22__bin.37,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium antiquum_A,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
BertuzziAS_2018__ERR2212293__bin.3,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium aurantiacum,Pasolli et al. 2020,MAG,NA,surface ripened cheese,dairy,Ireland,Ireland,prokaryote,MiFoDB_gamma_v1_prok
BertuzziAS_2018__ERR2212303__bin.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium casei,Pasolli et al. 2020,MAG,NA,surface ripened cheese,dairy,Ireland,Ireland,prokaryote,MiFoDB_gamma_v1_prok
BertuzziAS_2018__ERR2212303__bin.3,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium linens,Pasolli et al. 2020,MAG,NA,surface ripened cheese,dairy,Ireland,Ireland,prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__Q03-30__bin.5,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. 1,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LiZ_2018__SRS2920551__bin.17,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. 2,Carlino et al. 2024,MAG,NA,pu-erh_tea,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_TEAGASC_1__TGS07-25__bin.5,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. 3,Carlino et al. 2024,MAG,NA,cheese_1_before_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.8,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. 4,Carlino et al. 2024,MAG,NA,ripened_cheese_d2_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
DeFilippisF_xxxx__DS_90__bin.4,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. 5,Carlino et al. 2024,MAG,NA,soppressata_calabrese,meat,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
KastmanEK_2016__CSB694__bin.4,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. 6,Carlino et al. 2024,MAG,NA,cheese_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
